none,en-us,hi-in,th-th,zh-cn,zh-hk,vi-vn,id-id,in-telugu,in-marathi,pt-pt,es_co
UI.650GameSupport3,"You Can also observe the ""Way figure""trend analysis bet And ""long dragon"" play to place bets.",,,,,,,,,"Você também pode observar a aposta de análise de tendências ""Way figure""E ""long dragon"" jogam para fazer apostas.","También puede observar la apuesta de análisis de tendencia ""Way figure"" y el juego ""long dragon"" para realizar apuestas."
UI.650GameSupport4,"Time of drawing Lingxian 00:01- 24:00 PM, one session per minute, 1440 sessions throughout the day.Rules of the lottery There are a total of 1~10 speedcars in the race, each stage according to the different race results (in order), the formation of different lottery results.",,,,,,,,,"Horário de abertura Nível de ling 00:01- 24:00 pm, uma emissão a cada minuto, 1440 emissão durante todo o dia.Regras de abertura Um total de 1 a 10 carros de corrida corrida em speedcar, cada fase de acordo com diferentes resultados de corrida (em ordem), para formar diferentes resultados de abertura.","Hora de sorteo Lingxian 00:01- 24:00 PM, una sesión por minuto, 1440 sesiones a lo largo del día. Reglas de la lotería Hay un total de 1 ~ 10 autos de velocidad en la carrera, cada etapa de acuerdo con los diferentes resultados de la carrera ( en orden), la formación de diferentes resultados de lotería."
UI.650GameHisDetail_BetTime,Betting time,,,,,,,,,Tempo aposta,tiempo de apuestas
UI.650GameHisDetail_PlayType,Play,,,,,,,,,Toque,Jugar
UI.650GameHisDetail_BetCountent,Betting content,,,,,,,,,Conteúdo apostas,Contenido de apuestas
UI.650GameHisDetail_odds,odds,,,,,,,,,chances,impares
UI.650GameHisDetail_Betdetails,Bet details,,,,,,,,,Detalhes aposta,Detalles de la apuesta
UI.650GameHisDetail_Win,Win,,,,,,,,,Ganhar,Victoria
UI.650GameHisDetail_Loss,Lost,,,,,,,,,Perdido,perdido
UI.650GameHelp1,"There are 1 to 10 numbers in the speed airship for the competition. Each period will have different results in different order. The lottery will be drawn every day from 00:01 to 24:00, every 1 minute, 1440 times a day.",,,,,,,,,"Existem 1 a 10 números no dirigível de velocidade para a competição. Cada período terá resultados diferentes em ordem diferente. A loteria será sorteada todos os dias das 00h01 às 24h00, a cada 1 minuto, 1440 vezes ao dia.","Hay de 1 a 10 números en la aeronave de velocidad para la competencia. Cada período tendrá diferentes resultados en diferente orden. La lotería se sorteará todos los días de 00:01 a 24:00, cada 1 minuto, 1440 veces al día."
UI.650GameHelp2,"In the option area, choose the size of the vehicle number or odd and even numbers in the ranking quiz.Small: 1~5 Large: 6~10 isSingle size 1, 3, 5, 7, 9, double size 2, 4, 6, 8, 10",,,,,,,,,"Na área de opções, escolha o tamanho do número do veículo ou números ímpares e pares no questionário de classificação. Pequeno: 1 a 5 Grande: 6 a 10 é tamanho único 1, 3, 5, 7, 9, tamanho duplo 2, 4 , 6, 8, 10","En el área de opciones, elija el tamaño del número de vehículo o los números pares e impares en el cuestionario de clasificación. Pequeño: 1~5 Grande: 6~10 6, 8, 10"
UI.650GameHelp3,"Select the amount and click ""Bet"" to bet.Click ""Add"" to add multiple bets to the ""Shopping Cart"" for one-time betting.",,,,,,,,,"Selecione o valor e clique em Apostar"" para apostar. Clique em ""Adicionar"" para adicionar várias apostas ao ""carrinho de compras"" para apostas únicas.""","Seleccione la cantidad y haga clic en ""Apostar"" para apostar. Haga clic en ""Agregar"" para agregar múltiples apuestas al ""Carrito de compras"" para apuestas únicas."
UI.650GameHelp4,"The road map shows the lottery trend, and the long dragon shows the bet type with ≥2 consecutive lottery draws.",,,,,,,,,"O roteiro mostra a tendência da loteria, e o dragão longo mostra o tipo de aposta com ≥2 sorteios de loteria consecutivos.",La hoja de ruta muestra la tendencia de la lotería y el dragón largo muestra el tipo de apuesta con ≥2 sorteos de lotería consecutivos.
UI.770GameHelp1,"Lucky Airship has a total of 1 to 10 numbers for the competition, and each phase will produce different results in different order. The lottery will be drawn from 03:03 on the same day to 18:08 on the next day, every 5 minutes, with a total of 180 draws.",,,,,,,,,"Lucky Airship tem um total de 1 a 10 números para a competição, e cada fase produzirá resultados diferentes em ordem diferente. A loteria será sorteada das 03h03 do mesmo dia às 18h08 do dia seguinte, a cada 5 minutos, totalizando 180 sorteios.","Lucky Airship tiene un total de 1 a 10 números para la competencia, y cada fase producirá resultados diferentes en un orden diferente. El sorteo se realizará desde las 03:03 del mismo día hasta las 18:08 del día siguiente, cada 5 minutos, con un total de 180 sorteos."
UI.770GameHelp2,"Choose the size of the ranking quiz number or odd or even number.Small: 1~5 Large: 6~10 Single: 1, 3, 5, 7, 9, Double: 2, 4, 6, 8, 10",,,,,,,,,"Escolha o tamanho do número do questionário de classificação ou número ímpar ou par. Pequeno: 1~5 Grande: 6~10 Simples: 1, 3, 5, 7, 9, Duplo: 2, 4, 6, 8, 10",Elija el tamaño del número de la prueba de clasificación o el número par o impar.
UI.780GameHelp1,"There are a total of 1~10 numbers for fast airship competitions, and each phase will have different results in different order. Draws are drawn every day from 00:01 to 24:00, every 3 minutes, with 480 draws throughout the day.",,,,,,,,,"Escolha o tamanho do número do questionário de classificação ou número ímpar ou par. Pequeno: 1~5 Grande: 6~10 Simples: 1, 3, 5, 7, 9, Duplo: 2, 4, 6, 8, 10","Hay un total de 1 a 10 números para competencias de aeronaves rápidas, y cada fase tendrá diferentes resultados en diferente orden. Los sorteos se realizan todos los días de 00:01 a 24:00, cada 3 minutos, con 480 sorteos a lo largo del día."
UI.780GameHelp2,"Select Place Pick Numbers Big or Small, Odd or Even or Numbers.Small: 1~5 Large: 6~10 Single: 1, 3, 5, 7, 9, Double: 2, 4, 6, 8, 10",,,,,,,,,"Selecione Place Pick Numbers Grande ou Pequeno, Ímpar ou Par ou Números. Pequeno: 1~5 Grande: 6~10 Simples: 1, 3, 5, 7, 9, Duplo: 2, 4, 6, 8, 10","Seleccionar lugar Elija números grandes o pequeños, pares o impares o números."
UI_Welcome,Welcome!,,,,,,,,,Bem vinda!,¡Bienvenido!
UI_Support_1,You can always ask us anything about our platform or share your feedback,,,,,,,,,Você sempre pode nos perguntar qualquer coisa sobre nossa plataforma ou compartilhar seus comentários,Siempre puede preguntarnos cualquier cosa sobre nuestra plataforma o compartir sus comentarios.
UI.AccountInfoVipCurrent,Current,,,,,,,,,Atual,Actual
UI_BonttomSignUp_V,Sign Up,,,,,,,,,Inscreva-se,Inscribirse
UI_UIStore_Extra,Extra,,,,,,,,,Extra,Extra
UI_UIStore_NoPartPromotions,Not participating in and promoting sales activities,,,,,,,,,Não participar e promover atividades de vendas,No participar y promover actividades de ventas.
UI_Biggest_Today,Biggest Today,,,,,,,,,Maior hoje,más grande hoy
UI_Latest_Rounds,Latest Record,,,,,,,,,Último registro,Último registro
UI_Biggest,Winning Ranking,,,,,,,,,O maior,Clasificación ganadora
UI_WorldCup_NOTickets,You don't have enough tickets!,,,,,,,,,Você não tem ingressos suficientes!,¡No tienes suficientes entradas!
UI_WorldCup_Recebido,Received,,,,,,,,,Recebido,Recibido
UI_WorldCup_Apostar_tit,"1 ticket for every 1000 BRL retired, up to 5 tickets",,,,,,,,,"1 bilhete para cada 1000 BRL apostados, até 5 bilhetes","1 billete por cada 1000 BRL retirados, hasta 5 billetes"
UI_WorldCup_Apostar,Go to bet,,,,,,,,,Ir Apostar,Ir a apostar
UI_WorldCup_Prom_tit,"Each shared user can get   one ticket, up to 3 tickets (    Recharge users are valid users)",,,,,,,,,"Cada usuário compartilhado pode obter um ticket, até 3 tickets (usuários que recarregaram são usuários válidos)","Cada usuario compartido puede obtener un boleto, hasta 3 boletos (los usuarios de recarga son usuarios válidos)"
UI_WorldCup_Prom,Go to promotion,,,,,,,,,Ir para a promoção,ir a promoción
UI_WorldCup_Deposito_tit,Complete a deposit of any amount on the platform to receive 2 ticket.,,,,,,,,,Tompletar um depósito de qualquer quantia na plataforma para receber 2 ingresso.,Complete un depósito de cualquier monto en la plataforma para recibir 2 boletos.
UI_WorldCup_Deposito,Go to Deposit,,,,,,,,,Ir para Depósito,Ir a Depósito
UI_WorldCup_Registrar_tit,Registered mobile phone users get 1 free prediction event ticket,,,,,,,,,Os usuários de celular registrados recebem 1 ingresso gratuito para o evento de previsão,Los usuarios de teléfonos móviles registrados obtienen 1 entrada de evento de predicción gratis
UI_WorldCup_Registrar,Go to register,,,,,,,,,Ir para registrar,ir a registrarse
UI_WorldCup_Introduce1,"<color=#93acd3>During the Qatar World Cup, you can share \n</c><color=#ffdb00>{gold}</color></c><color=#93acd3>using your ticket to participate in the top three World Cup predictions.</color>",,,,,,,,,"<color=#93acd3>Durante a Copa do Mundo do Catar, você pode dividir </c><color=#ffdb00>{gold}</color></c><color=#93acd3>com seu ingresso para participar dos três principais prognósticos da Copa do Mundo.</color>","<color=#93acd3>Durante la Copa Mundial de Qatar, puedes compartir \n</c><color=#ffdb00>{gold}</color></c><color=#93acd3>utilizando tu entrada para participar en las tres mejores predicciones para la Copa del Mundo.</color>"
UI_WorldCup_Introduce2,<color=#93acd3>Event entry period:</c><color=#FFFFFF>{time}</color>\n<color=#93acd3>Prize Draw:</c><color=#FFFFFF> 2022/12/19   00:00</color>,,,,,,,,,<color=#93acd3>Período de entrada do evento: </c><color=#FFFFFF>{time}</color>\n<color=#93acd3>Sorteio do Prêmio: </c><color=#FFFFFF> 2022/12/19   00:00</color>,<color=#93acd3>Periodo de participación en el evento:</c><color=#FFFFFF>{time}</color>\n<color=#93acd3>Sorteo de premios:</c><color=#FFFFFF> 2022/ 19/12 00:00</color>
UI_WorldCup_Como,How to get tickets?,,,,,,,,,Como obter ingressos ?,¿Cómo conseguir entradas?
UI_WorldCup_Mais,More,,,,,,,,,Mais,más
UI_WorldCup_Historico,Forecast History,,,,,,,,,Histórico da Previsão,Historial de pronósticos
UI_WorldCup_PrevisaoTop3,Top 3 Forecast,,,,,,,,,Previsão Top 3,Los 3 mejores pronósticos
UI_WorldCup_Ingressos_restantes,Remaining tickets,,,,,,,,,Ingressos restantes,Boletos restantes
UI_WorldCup_betTop,Pick 3 teams in order,,,,,,,,,Escolha 3 quipes em ordem,Elige 3 equipos en orden
UI_WorldCup_Reselecione,Reselection,,,,,,,,,Reselecione,Reselección
UI_WorldCup_Determinacao,Confirme,,,,,,,,,Confirmado,Confirmar
UI_WorldCup_Resultado,Result,,,,,,,,,Resultado,resultado
UI_WorldCup_Jogador_vencedor,Winning player,,,,,,,,,Jogador vencedor,jugador ganador
UI_WorldCup_Nome_jogador,Player Name,,,,,,,,,Nome do jogador,Nombre del jugador
UI_WorldCup_Valor_premio,Prize Amount,,,,,,,,,Valor do prêmio,Importe del premio
UI_WorldCup_Apostas_vencedoras,Winning Bets,,,,,,,,,Ganhar apostas,Apuestas ganadoras
UI_WorldCup_1st,1st,,,,,,,,,1st,1º
UI_WorldCup_2nd,2nd,,,,,,,,,2nd,2do
UI_WorldCup_3rd,3rd,,,,,,,,,3rd,3ro
UI_WorldCup_no_draw,FIFA World Cup no draw,,,,,,,,,Copa do Mundo FIFA sem empate,Copa Mundial de la FIFA sin empate
UI_WorldCup_success,Success,,,,,,,,,Sucesso,éxito
UI_WorldCup_ActiveTip,Log in with your mobile phone to participate in this event,,,,,,,,,Faça login com seu celular para participar deste evento,Inicia sesión con tu teléfono móvil para participar en este evento
UI_WorldCup_Final_result,Final Result,,,,,,,,,Resultado final ,Resultado final
UI_WorldCup_No_Date,No Date,,,,,,,,,Sem data,Sin cita
UI_WorldCup_NumberWinningBets,Total Winning Bets,,,,,,,,,Apostas vencedoras totais,Apuestas ganadoras totales
UI_WorldCup_NumberWinners,Total Winning Persons,,,,,,,,,Pessoas Vencedoras Totais,Total de personas ganadoras
UI_WorldCup_SelectHint,You need to select 3 countries,,,,,,,,,Você precisa selecionar 3 países,Debes seleccionar 3 países
UI_Game700_Draw,NO.,,,,,,,,,NO.,NO.
UI_Game700_ForSale,For sale,,,,,,,,,À venda,En venta
UI_Game700_Coming,Coming Result,,,,,,,,,Resultado próximo,Próximo resultado
UI_Game700_Game,Game,,,,,,,,,Jogos,Juego
UI_Game700_Road,Road,,,,,,,,,Estrada,Camino
UI_Game700_Long,Long queue,,,,,,,,,Fila longa,Larga cola
UI_Game700_Section,Section Time,,,,,,,,,Hora da Seção,Tiempo de la sección
UI_Game700_Min,min,,,,,,,,,min,min
UI_Game700_BetType,Bet Type,,,,,,,,,Tipo de Aposta,Tipo de apuesta
UI_Game700_Sum,Sum,,,,,,,,,Soma,Suma
UI_Game700_Duple,Duple,,,,,,,,,Duplo,Doble
UI_Game700_Triple,Triple,,,,,,,,,Tripla,Triple
UI_Game700_Optional,Optional,,,,,,,,,Opcional,Opcional
UI_Game700_Big,Big,,,,,,,,,Grande,Grande
UI_Game700_Small,Small,,,,,,,,,Pequeno,Pequeño
UI_Game700_Odd,Odd,,,,,,,,,Ímpar,Extraño
UI_Game700_Even,Even,,,,,,,,,Par,Incluso
UI_Game700_Betting,Betting on big or small,,,,,,,,,Apostar em grande ou pequeno,Apostando a lo grande o a lo pequeño
UI_Game700_Betting_2,Betting on odd or even,,,,,,,,,Apostar no par ou ímpar,Apostar a par o impar
UI_Game700_Dice,Dice value Sum,,,,,,,,,Soma do valor dos dados,Valor de los dados Suma
UI_Game700_Choose,Same No.,,,,,,,,,Mesmo nº,Mismo No.
UI_Game700_3rd,Different  No.,,,,,,,,,Nº diferente,Número diferente
UI_Game700_selection,Triple: choose 3 same dices,,,,,,,,,Tripla : escolha 3 dados iguais,Triple: elige 3 dados iguales
UI_Game700_Winning,Any Triple: 3 dices dots are the same.,,,,,,,,,Qualquer Triplo: 3 pontos de dados são os mesmos.,Cualquier triple: 3 puntos de dados son iguales.
UI_Game700_Choosing,Choosing 1-3 dice for betting,,,,,,,,,Escolhendo 1-3 dados para apostar,Elegir 1-3 dados para apostar
UI_Game700_Choos,Choosing,,,,,,,,,Escolhendo,Elegir
UI_Game700_dice_,Dice,,,,,,,,,Dados,Dado
UI_Game700_Bet,Bet,,,,,,,,,Aposta,apostar
UI_Game700_Clear,Clear,,,,,,,,,Claro,Claro
UI_Game700_Recent,Recent,,,,,,,,,Recente,Reciente
UI_Game700_Cart,Cart,,,,,,,,,Carrinho,Carro
UI_Game700_Add,Add,,,,,,,,,Adicionar,Agregar
UI_Game700_Unsettled,Unsettled,,,,,,,,,Instável,Inestable
UI_Game700_settled,settled,,,,,,,,,Assentou,establecido
UI_Game700_BetAmount,Bet Amount:,,,,,,,,,Valor da aposta:,Monto de la apuesta:
UI_Game700_Waiting,Waiting,,,,,,,,,Espera,esperando 
UI_Game700_NoUnsettledBetting,No unsettled orders,,,,,,,,,Nenhuma aposta não liquidada,Sin pedidos pendientes
UI_Game700_NoSettledBetting,No settled orders,,,,,,,,,Nenhuma aposta resolvida,Sin pedidos liquidados
UI_Game700_NoWon,Lose,,,,,,,,,Não ganhou,Perder
UI_Game700_Won,Win,,,,,,,,,Ganhou,Victoria
UI_Game700_Total,Total,,,,,,,,,Total,Total
UI_Game700_betSum," bet, Total ",,,,,,,,," Aposta,Soma "," Apuesta, total"
UI_Game700_Balance,Bal.,,,,,,,,,Saldo: ,bal.
UI_Game700_NoLayout,No. Layout,,,,,,,,,Disposição,No. Disposición
UI_Game700_WinningNo,Winning No.,,,,,,,,,N.º vencedor,ganador no
UI_Game700_Occurrence,Occurrence,,,,,,,,,Ocorrência,Ocurrencia
UI_Game700_MeantimeActualOccurrences,Meantime Actual Occurrences,,,,,,,,,Ocorrências reais entretanto,Ocurrencias reales mientras tanto
UI_Game700_AverageLack,Average lack,,,,,,,,,Falta média,falta media
UI_Game700_Meantime,Meantime Average Missing Value,,,,,,,,,इस बीच औसत गुम मान,Valor perdido promedio mientras tanto
UI_Game700_Formula,Formula: Average Missing Value = (Total Draws - PreDrawNo) / PreDrawNo,,,,,,,,,Fórmula: Valor médio ausente = (Total de empates - Pré-SorteNão) / Pré-SorteNão,Fórmula: Valor faltante promedio = (Total de sorteos - PreDrawNo) / PreDrawNo
UI_Game700_PS,PS: Solutions decimals are rounded.,,,,,,,,,PS: Os decimais das soluções são arredondados.,PD: Los decimales de las soluciones se redondean.
UI_Game700_MaxLack,Max lack,,,,,,,,,Falta máxima,carencia máxima
UI_Game700_MeantimeMax,Meantime Max Missing Value,,,,,,,,,Valor máximo ausente médio,Valor faltante máximo mientras tanto
UI_Game700_MaxRow,Max row,,,,,,,,,Linha máxima,Fila máxima
UI_Game700_MeantimeContinuation,Meantime Max Continuation Value,,,,,,,,,Valor Máximo de Continuação Enquanto isso,Valor máximo de continuación mientras tanto
UI_Game700_Lack,Lack,,,,,,,,,Falta,Falta
UI_Game700_LackMark,Lack mark,,,,,,,,,Marca de falta,Marca de falta
UI_Game700_Last,Last,,,,,,,,,Último,Último
UI_Game700_RecentDraw,Recent draw,,,,,,,,,Sorteio recente,Sorteo reciente
UI_Game700_Form,Form,,,,,,,,,Forma,Forma
UI_Game700_BigSmall,Big/Small,,,,,,,,,Big/Small,Gran pequeño
UI_Game700_OddEven,Odd/Even,,,,,,,,,Odd/Even,Impar/Par
UI_Game700_unTriple,Three No.,,,,,,,,,Três,tres no.
UI_Game700_consecutive,3 Row,,,,,,,,,3 linhas,3 filas
UI_Game700_ValueType,Value type,,,,,,,,,Tipo de valor,Tipo de valor
UI_Game700_SmallSum,Big/Small-Sum,,,,,,,,,Grande/Pequena-Soma,Suma grande/pequeña
UI_Game700_EvenSum,Odd/Even-Sum,,,,,,,,,Ímpar/Par-Soma,Suma par/impar
UI_Game700_EvenSumEven,Odd/Even-Sum,,,,,,,,,Ímpar/Par-Soma,Suma par/impar
UI_Game700_Row,Row,,,,,,,,,Linha,Fila
UI_Game700_For,For ,,,,,,,,,Por ,Para
UI_Game700_Double,Double,,,,,,,,,Duplo,Doble
UI_Game700_Pick,Pick,,,,,,,,,Escolha,Elegir
UI_Game700_Draw_1,draw,,,,,,,,,desenhar,dibujar
UI_Game700_BetConfirm,Bet confirm,,,,,,,,,Confirmar aposta,Confirmar apuesta
UI_Game700_EstimatedWinning,Estimated winning:,,,,,,,,,Vitória estimada:,Ganancia estimada:
UI_Game700_pressing,"The section time can be altered by pressing here. Four sections time are 1 min, 3 min, 5 min & 10 min.",,,,,,,,,"O tempo da seção pode ser alterado pressionando aqui. O tempo de quatro seções é de 1 min, 3 min, 5 min e 10 min.","El tiempo del tramo se puede modificar pulsando aquí. El tiempo de cuatro secciones es 1 min, 3 min, 5 min y 10 min."
UI_Game700_drawing,The drawing of each section is separated without influence.,,,,,,,,,O desenho de cada seção é separado sem influência.,El dibujo de cada sección está separado sin influencia.
UI_Game700_altered,"The betting type can be altered by pressing here. The betting types are sum, duple, triple & optional.",,,,,,,,,"O tipo de aposta pode ser alterado pressionando aqui. Os tipos de apostas são soma, dupla, tripla e opcional.","El tipo de apuesta se puede modificar pulsando aquí. Los tipos de apuestas son suma, doble, triple y opcional."
UI_Game700_Select,"Select the betting type and the dice value, and done with your betting, then all you need is waiting for the result.",,,,,,,,,"Selecione o tipo de aposta e o valor do dado, e faça suas apostas, então é só aguardar o resultado.","Seleccione el tipo de apuesta y el valor de los dados, y listo con su apuesta, entonces todo lo que necesita es esperar el resultado."
UI_Game700_Gambling,Gambling Rules,,,,,,,,,Regras de jogos de azar,Reglas de juego
UI_Game700_ruleTitle1,1、Sum Value:,,,,,,,,,1、Valor da Soma:,1、Valor de la suma:
UI_Game700_rule1,"Select the betting number; if the value matches the winning dice value, then you win the prize.e.g.: Winning dice value 1, 2 & 6, your betting number is 9, and you win the prize.",,,,,,,,,"Selecione o número de aposta; se o valor corresponder ao valor do dado vencedor, você ganha o prêmio. Por exemplo: Valor do dado vencedor 1, 2 e 6, seu número de aposta é 9 e você ganha o prêmio.","Seleccione el número de apuesta; si el valor coincide con el valor del dado ganador, entonces usted gana el premio. Por ejemplo: el valor del dado ganador es 1, 2 y 6, su número de apuesta es 9 y usted gana el premio."
UI_Game700_ruleTitle2,2、Big/Small:,,,,,,,,,2、Grande/Pequeno:,2 、 grande/pequeño:
UI_Game700_rule2,"If the sum of dice value is greater than or equal to 11, the value is defined big; if the value is less than or equal to 10, the value is defined small.",,,,,,,,,"Se a soma do valor dos dados for maior ou igual a 11, o valor é definido como grande; se o valor for menor ou igual a 10, o valor é definido como pequeno.","Si la suma del valor de los dados es mayor o igual a 11, el valor se define como grande; si el valor es menor o igual a 10, el valor se define como pequeño."
UI_Game700_ruleTitle3,3、Odd/Even:,,,,,,,,,3、Ímpar/Par:,"3, par/impar:"
UI_Game700_rule3,"Divide 2 into winning dice value, if the remainder is 1, then the sum value is odd; if the remainder is 0, then the sum value is even.",,,,,,,,,"Divida 2 no valor do dado vencedor, se o resto for 1, então o valor da soma é ímpar; se o resto for 0, então o valor da soma é par.","Divida 2 en el valor de los dados ganadores, si el resto es 1, entonces el valor de la suma es impar; si el resto es 0, entonces el valor de la suma es par."
UI_Game700_ruleTitle4,4、Duple:,,,,,,,,,4、Duplo:,4 、 doble:
UI_Game700_rule4,"If you are betting on two dice with the same dot(s) and any two winning dice match your betting dot(s), then you win the prize. If you are betting on two dice with the same dot(s) and the third optional dice, you can only win the prize when all three dice match your betting dot(s).e.g.: winning dices are 2, 4 & 2, your betting numbers are 2 & 2, and then you win the prize.e.g.: winning dices are 3, 3 & 1, your betting numbers are 1, 3 & 3, and then you win the prize.",,,,,,,,,"Se você estiver apostando em dois dados com o(s) mesmo(s) ponto(s) e quaisquer dois dados vencedores corresponderem ao(s) seu(s) ponto(s) de aposta, você ganha o prêmio. Se você apostar em dois dados com o(s) mesmo(s) ponto(s) e o terceiro dado opcional, você só poderá ganhar o prêmio quando todos os três dados corresponderem ao(s) seu(s) ponto(s) de aposta. Por exemplo: os dados vencedores são 2, 4 e 2, seu os números de apostas são 2 e 2 e você ganha o prêmio. Por exemplo: os dados vencedores são 3, 3 e 1, seus números de apostas são 1, 3 e 3 e você ganha o prêmio.","Si está apostando a dos dados con los mismos puntos y dos dados ganadores cualesquiera coinciden con sus puntos de apuesta, entonces gana el premio. Si está apostando a dos dados con el(los) mismo(s) punto(s) y el tercer dado opcional, solo podrá ganar el premio cuando los tres dados coincidan con su(s) punto(s) de apuesta. los números de apuesta son 2 y 2, y luego gana el premio. Por ejemplo: los dados ganadores son 3, 3 y 1, sus números de apuesta son 1, 3 y 3, y luego gana el premio."
UI_Game700_ruleTitle5,5、Triple:,,,,,,,,,5、Triplo:,5 、 triples:
UI_Game700_rule5,"You can choose the same value for 3 dices, if the winning dices are the same, and then you win the prize. You can also bet the winning dice dots are the same to each other.e.g.: winning dice values are 3, 3 & 3, your betting numbers are 3, 3 & 3, and then you win the prize.e.g.: winning dice values are 1, 1 & 1, your betting numbers are 3, 3 & 3, and you don’t won the prize.e.g.: winning dice values are 1, 1 & 1, your betting numbers are ? ? ?, and then you win the prize.",,,,,,,,,"Você pode escolher o mesmo valor para 3 dados, se os dados vencedores forem iguais, e então você ganha o prêmio. Você também pode apostar que os pontos dos dados vencedores são os mesmos. Por exemplo: os valores dos dados vencedores são 3, 3 e 3, seus números de aposta são 3, 3 e 3 e, em seguida, você ganha o prêmio. Por exemplo: os valores dos dados vencedores são 1, 1 e 1, seus números de aposta são 3, 3 e 3 e você não ganhou o prêmio. Por exemplo: os valores dos dados vencedores são 1, 1 e 1, seus números de aposta são ? ? ?, e então você ganha o prêmio.","Puedes elegir el mismo valor para 3 dados, si los dados ganadores son los mismos, y luego ganas el premio. También puede apostar que los puntos de los dados ganadores son iguales entre sí. Por ejemplo: los valores de los dados ganadores son 3, 3 y 3, sus números de apuesta son 3, 3 y 3, y luego gana el premio. Por ejemplo: los valores de los dados ganadores son 1, 1 y 1, sus números de apuesta son 3, 3 y 3, y no ganó el premio. Por ejemplo: los valores de los dados ganadores son 1, 1 y 1, sus números de apuesta son ? ? ?, y luego ganas el premio."
UI_Game700_ruleTitle6,6、Optional:,,,,,,,,,6、Opcional:,"6, opcional:"
UI_Game700_rule6,"You can bet 1 or 2 dice values from 6 dices, if your betting number is included in the winning dice, and you win the prize. You can also choose 3 dice values for betting, if the value matches the winning dices, and you win the prize.e.g.: winning dice values are 1, 4 & 2, your betting number is 1, and you win the prize.e.g.: winning dice values are 1, 4 & 2, your betting numbers are 1 & 2, and you win the prize.e.g.: winning dice values are 1, 4 & 2, your betting numbers are 1, 2 & 4, and you win the prize.",,,,,,,,,"Você pode apostar 1 ou 2 valores de dados de 6 dados, se o seu número de aposta estiver incluído no dado vencedor, e você ganha o prêmio. Você também pode escolher 3 valores de dados para apostar, se o valor corresponder aos dados vencedores e você ganhar o prêmio. Por exemplo: os valores dos dados vencedores são 1, 4 e 2, seu número de aposta é 1 e você ganha o prêmio. Por exemplo: os valores dos dados vencedores são 1, 4 e 2, seus números de apostas são 1 e 2 e você ganha o prêmio. Por exemplo: os valores dos dados vencedores são 1, 4 e 2, seus números de apostas são 1, 2 e 4 e você ganha o prêmio.","Puede apostar 1 o 2 valores de dados de 6 dados, si su número de apuesta está incluido en el dado ganador, y gana el premio. También puede elegir 3 valores de dados para apostar, si el valor coincide con los dados ganadores y usted gana el premio. Por ejemplo: los valores de los dados ganadores son 1, 4 y 2, su número de apuesta es 1 y usted gana el premio. Por ejemplo: los valores de los dados ganadores son 1, 4 y 2, sus números de apuestas son 1 y 2, y usted gana el premio. Por ejemplo: los valores de los dados ganadores son 1, 4 y 2, sus números de apuestas son 1, 2 y 4, y usted gana el premio."
UI_Game700_help_1,"1、Total\n①Select 1 value. Sum of winning No. same, as win.\n E.g. Winning No. 1, 1, 1; Bet[3], as win.",,,,,,,,,"1、Total①Selecione 1 valor. Soma de N.º vencedor mesmo, como vitória.\n Por exemplo. Vencedor nº 1, 1, 1; Aposte[3], como vitória.","1、Total\n①Seleccione 1 valor. Suma de ganar No. igual que ganar.\n Ej. Ganador No. 1, 1, 1; Apuesta[3], como ganancia."
UI_Game700_help_2,"1、Total\n②Big/Small:Sum of ≥ 11 as ""Big""; ≤ 10 as ""Small.""",,,,,,,,,"1、Total②Grande/Pequeno:Soma de ≥ 11 como Grande; ≤ 10 como ""Pequeno"".","1、Total\n②Grande/Pequeño: Suma de ≥ 11 como ""Grande""; ≤ 10 como ""Pequeño""."
UI_Game700_help_3,"1、Total\n③Odd/Even:  unit digit 1,3,5,7,9 as ""Odd""; unit digit 0,2,4,6,8 as ""Even.""",,,,,,,,,"1、Total③Par/Ímpar: dígito da unidade 1、3、5、7、9 como Ímpar""; dígito da unidade 0、2、4、6、8 como ""Par"".""","1、Total\n③Par/Impar: dígito de unidad 1,3,5,7,9 como ""Impar""; dígito de unidad 0,2,4,6,8 como ""par""."
UI_Game700_help_4,"2、Double\n①Select 1 Same No. form 1bet. Selected Same No. occur 2x or more in winning No., as win. \n E.g. Winning No. 1,2,1; Bet [1 1 ALL], as win.",,,,,,,,,"2、Duplo①Selecione 1 Mesmo nº form 1bet. O mesmo número selecionado ocorre 2x ou mais em número vencedor, como vitória.\n Por exemplo. Vencedor nº 1,2,1; Aposte [1 1 ALL], como vitória.","2、Doble\n①Seleccione 1 Mismo No. formulario 1bet. El mismo No. seleccionado ocurre 2 veces o más en el No. ganador, como ganador. \n Por ej. Ganador No. 1,2,1; Apueste [1 1 TODO], como ganador."
UI_Game700_help_5,"2、Double\n②Select 1 non repeat No. from same and different No., form 1bet. Selected and winning No. same, as win.\n E.g. Winning No. 1,2,1; Bet [1 1 2], as win.",,,,,,,,,"2、Duplo②Selecione 1 número não repetido do mesmo e diferente número, formulário 1bet. Selecionado e vencedor Não. mesmo, como vitória.\n Por exemplo. Vencedor nº 1,2,1; Aposte [1 1 2], como vitória.","2、Doble\n②Seleccione 1 No. no repetido del mismo y diferente No., forme 1bet. Seleccionado y ganador No. igual, como ganador.\n Ej. Ganador No. 1,2,1; Apuesta [1 1 2], como ganancia."
